n_inf,n_sub,d_true_um,abs_x,angle_deg,pol,resolution_cm,snr,F_line,Re_eff,median_absq,p95_absq,max_absq,F_cav_from_median_absq,d_fit_um,rel_bias,d_fit_nz_um,rel_bias_nz,dn_nz,mse
1.8,3.0,7.0,1.0,15.0,s,1.0,50.0,2.323104753091545,0.28194095107289313,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000116546615565,1.664951650922778e-05,7.040201550179247,0.0057430785970352515,-0.009817240096789224,9.418158604624369e-05
1.8,3.0,7.0,1.0,15.0,s,2.0,,2.105912350867189,0.2516477235862238,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000251774169351,3.596773847875616e-05,7.034048414044602,0.0048640591492287956,-0.00828120253667407,8.760315541184445e-05
1.8,3.0,7.0,1.0,15.0,s,2.0,200.0,2.1120465766854664,0.2525236818687851,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000197056543709,2.8150934815610435e-05,7.034702189118587,0.004957455588369543,-0.008454459913715899,8.829652767818778e-05
1.8,3.0,7.0,1.0,15.0,s,2.0,50.0,2.108511286650072,0.2520189872364413,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000271028112727,3.871830181813506e-05,7.0349702998689345,0.004995757124133503,-0.008501944470790708,9.748900824227885e-05
1.8,3.0,7.0,1.0,15.0,s,4.0,,2.225416989945782,0.268502646877702,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.00019678623759,2.8112319655651925e-05,7.022662221296926,0.003237460185275154,-0.005509431669008148,9.413898895653907e-05
1.8,3.0,7.0,1.0,15.0,s,4.0,200.0,2.2282537207958684,0.2688972534323095,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000176845723577,2.5263674796731956e-05,7.02158172476519,0.00308310353788434,-0.005249534102602822,9.47494508067142e-05
1.8,3.0,7.0,1.0,15.0,s,4.0,50.0,2.224036206368948,0.2683104778404562,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000317646605562,4.5378086508840454e-05,7.020812006918396,0.00297314384548513,-0.005025903464723075,0.00010254134476919547
1.8,3.0,7.0,1.0,15.0,s,8.0,,2.200928504507227,0.2650854235196018,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000098312236323,1.404460518905637e-05,7.002568861975313,0.00036698028218751233,-0.0005961266347721112,0.00010514785709259663
1.8,3.0,7.0,1.0,15.0,s,8.0,200.0,2.203283182662797,0.2654148375556649,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,7.000096236789563,1.3748112794737771e-05,7.002968073432578,0.0004240104903683317,-0.000694581011476351,0.00010549683110883266
1.8,3.0,7.0,1.0,15.0,s,8.0,50.0,2.2036459092963585,0.26546556647393865,0.07526423923138036,0.07531266397796837,0.07531342522125274,0.9320228460841439,6.9999881795106536,1.688641335206853e-06,7.004605424137221,0.0006579177338887275,-0.0011229735317895221,0.00011042487527938799
1.8,3.0,7.0,1.0,15.0,p,0.0,,2.2886685647419043,0.27723941911745764,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.0002530321536485,3.614745052120989e-05,7.036511724696112,0.005215960670873139,-0.008883973519472219,6.144365377329634e-05
1.8,3.0,7.0,1.0,15.0,p,0.0,200.0,2.2941532402968585,0.27799085119880357,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000282889083147,4.0412726163856814e-05,7.034867307691364,0.0049810439559091636,-0.00847519997394779,6.146414087884969e-05
1.8,3.0,7.0,1.0,15.0,p,0.0,50.0,2.2794641785037046,0.27597614684953176,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.0001894396575315,2.706280821878388e-05,7.039170371885113,0.005595767412159043,-0.00954925538782184,6.699409264885113e-05
1.8,3.0,7.0,1.0,15.0,p,1.0,,2.2886685647419043,0.27723941911745764,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000253032192331,3.614745604732913e-05,7.036511730004858,0.005215961429265471,-0.008883974814389439,6.144365377329628e-05
1.8,3.0,7.0,1.0,15.0,p,1.0,200.0,2.2939996526454016,0.2779698222608611,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000302059089317,4.315129847385991e-05,7.0348252260275945,0.00497503228965636,-0.00846071799695081,6.175147374518677e-05
1.8,3.0,7.0,1.0,15.0,p,1.0,50.0,2.299927613158111,0.27878090467033073,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000285991255144,4.0855893591944846e-05,7.047552132818164,0.0067931618311662945,-0.011564464484040816,6.856924208841729e-05
1.8,3.0,7.0,1.0,15.0,p,2.0,,2.1256496986033753,0.2544620967868612,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000225186415406,3.216948791516318e-05,7.0308483542808595,0.004406907754408503,-0.007507403758233247,6.276867280867053e-05
1.8,3.0,7.0,1.0,15.0,p,2.0,200.0,2.1340188816950976,0.2556518698474671,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000247979060064,3.542558000914552e-05,7.03189625142911,0.004556607347015732,-0.007757854401225993,6.290728264344467e-05
1.8,3.0,7.0,1.0,15.0,p,2.0,50.0,2.293882939322657,0.2779538415693896,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,6.999957808790972,6.0273155754028295e-06,7.032262008580202,0.004608858368600239,-0.007917190891029999,6.927399139801144e-05
1.8,3.0,7.0,1.0,15.0,p,4.0,,2.246299998039115,0.2714015250914283,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000169675909723,2.423941567476971e-05,7.019579919661474,0.0027971313802106173,-0.004761783523949201,6.815644814853365e-05
1.8,3.0,7.0,1.0,15.0,p,4.0,200.0,2.2494571111398876,0.2718385535692122,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000139781955522,1.996885078879375e-05,7.019765525087493,0.0028236464410704393,-0.004814360302961444,6.859454758621505e-05
1.8,3.0,7.0,1.0,15.0,p,4.0,50.0,2.25529205095893,0.2726454135519702,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000173725811912,2.4817973130300936e-05,7.016693879483376,0.0023848399261965675,-0.004053032288087375,7.336906734567574e-05
1.8,3.0,7.0,1.0,15.0,p,8.0,,2.221437865377273,0.2679486905094067,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.0000703664904,1.005235577140289e-05,6.999706663102773,4.190527103237989e-05,0.00010192793783927427,7.726800363951543e-05
1.8,3.0,7.0,1.0,15.0,p,8.0,200.0,2.221036629597395,0.26789280399307697,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000099937641919,1.4276805988469984e-05,6.999094190341134,0.000129401379837952,0.0002604635625746494,7.788925256257304e-05
1.8,3.0,7.0,1.0,15.0,p,8.0,50.0,2.22797688042761,0.26885875464855286,0.067787503493689,0.06780764671889636,0.06780770125435277,0.8774245308700814,7.000110626425758,1.5803775108252133e-05,6.995448899365082,0.0006501572335597672,0.0011630100407620393,8.29448986059685e-05
1.8,3.0,7.0,2.0,10.0,avg,0.0,,2.2971669410500444,0.2784033245888551,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000099814269072,1.4259181296034334e-05,7.032229197183479,0.004604171026211341,-0.007942532287340064,7.210624660829172e-05
1.8,3.0,7.0,2.0,10.0,avg,0.0,200.0,2.2935043558635084,0.2779020018560382,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000115580608347,1.6511515478180782e-05,7.033968937757139,0.004852705393877039,-0.008368592178161346,7.203854688914788e-05
1.8,3.0,7.0,2.0,10.0,avg,0.0,50.0,2.281681013380173,0.2762806541344623,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000245929274554,3.513275350768603e-05,7.03207487399905,0.004582124857007105,-0.007867040314626822,8.163811498968719e-05
1.8,3.0,7.0,2.0,10.0,avg,1.0,,2.2971669410500444,0.2784033245888551,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000099814337704,1.4259191100509025e-05,7.03222922591166,0.004604175130237158,-0.007942539387851768,7.210624660829186e-05
1.8,3.0,7.0,2.0,10.0,avg,1.0,200.0,2.2974533057810436,0.278442502660834,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.0000551541552465,7.879165035212005e-06,7.032919365118535,0.0047027664455050145,-0.00812469549275896,7.259863922078126e-05
1.8,3.0,7.0,2.0,10.0,avg,1.0,50.0,2.3073965866801474,0.2798011856357399,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000130203942123,1.8600563160450383e-05,7.034215746295877,0.004887963756553886,-0.00842446750851603,7.861853240944264e-05
1.8,3.0,7.0,2.0,10.0,avg,2.0,,2.123881318347629,0.25421042648073694,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000091632533087,1.3090361869519792e-05,7.026727351009177,0.003818193001310937,-0.006582180852616417,7.373155699364492e-05
1.8,3.0,7.0,2.0,10.0,avg,2.0,200.0,2.122530350925155,0.25401809648998114,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000079203271446,1.1314753063754576e-05,7.024969241926765,0.0035670345609664722,-0.006150025564086557,7.364675344213712e-05
1.8,3.0,7.0,2.0,10.0,avg,2.0,50.0,2.143770566594158,0.2570354576963266,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000124805154123,1.782930773191233e-05,7.023530245400757,0.0033614636286795224,-0.005779777737440276,8.241828557828412e-05
1.8,3.0,7.0,2.0,10.0,avg,4.0,,2.2318209252007493,0.2693931056860298,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000074208278592,1.0601182656040059e-05,7.015791773772062,0.0022559676817230923,-0.0038722162608422215,8.000165446310183e-05
1.8,3.0,7.0,2.0,10.0,avg,4.0,200.0,2.229248419130305,0.2690355607228608,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.00008502157901,1.2145939858575008e-05,7.014847391793433,0.002121055970490409,-0.0036342728132010217,8.092629639619535e-05
1.8,3.0,7.0,2.0,10.0,avg,4.0,50.0,2.251650310841472,0.27214196053807727,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000213882827288,3.0554689612597284e-05,7.012605290953459,0.0018007558504941862,-0.003045411173402011,8.570701280675468e-05
1.8,3.0,7.0,2.0,10.0,avg,8.0,,2.2064136638700913,0.2658525110345748,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000037097887899,5.2996982713438e-06,6.996553448702312,0.0004923644710982547,0.0009145628424738891,9.059414621525633e-05
1.8,3.0,7.0,2.0,10.0,avg,8.0,200.0,2.20406565987749,0.2655242652087398,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.0000673588829265,9.622697560932433e-06,6.9982220950044765,0.0002539864279319356,0.0005052557625802948,9.117893208998676e-05
1.8,3.0,7.0,2.0,10.0,avg,8.0,50.0,2.2260849521290926,0.2685955877855543,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,6.9998247148865405,2.5040730494220653e-05,6.995371069366319,0.0006612758048115199,0.0011568646707921315,9.37846145933777e-05
1.8,3.0,7.0,2.0,10.0,s,0.0,,2.3021944339383276,0.27909075254119065,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.00010360599696,1.4800856708622031e-05,7.032840390535843,0.004691484362263283,-0.008092189288431275,7.755402408847492e-05
1.8,3.0,7.0,2.0,10.0,s,0.0,200.0,2.3030238751396586,0.2792040851405455,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.00009878580406,1.4112257722917068e-05,7.034119172426666,0.004874167489523755,-0.008409649105538482,7.76513875163098e-05
1.8,3.0,7.0,2.0,10.0,s,0.0,50.0,2.2995845993549358,0.27873400395561565,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000048207474263,6.886782037593012e-06,7.031384243987034,0.004483463426719173,-0.007746650699079181,8.32559923759261e-05
1.8,3.0,7.0,2.0,10.0,s,1.0,,2.3021944339383276,0.27909075254119065,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000103606014337,1.4800859190953832e-05,7.032840381359672,0.004691483051381721,-0.008092187020768008,7.755402408847477e-05
1.8,3.0,7.0,2.0,10.0,s,1.0,200.0,2.3031540314357803,0.27922186728631204,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000099588353361,1.4226907623030424e-05,7.03125902885729,0.004465575551041466,-0.007701387726094186,7.808314749744728e-05
1.8,3.0,7.0,2.0,10.0,s,1.0,50.0,2.3078737477445364,0.2798663045485762,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000184474124604,2.635344637206113e-05,7.027684767286361,0.003954966755194482,-0.0067971951222445025,8.608271552766593e-05
1.8,3.0,7.0,2.0,10.0,s,2.0,,2.119600006042663,0.2536007270096138,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.0000955110278476,1.3644432549650024e-05,7.027325781850829,0.0039036831215469698,-0.006728923272570279,7.925175200445251e-05
1.8,3.0,7.0,2.0,10.0,s,2.0,200.0,2.1179606092663064,0.253367112958326,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000097820436934,1.3974348133391093e-05,7.025056912359045,0.003579558908435056,-0.0061659089660135976,7.992287055702142e-05
1.8,3.0,7.0,2.0,10.0,s,2.0,50.0,2.1228346371940874,0.25406142097200046,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,6.999963604649502,5.199335785402834e-06,7.031504150672521,0.004500592953217237,-0.007797200189451328,8.497142877655645e-05
1.8,3.0,7.0,2.0,10.0,s,4.0,,2.227329834222849,0.2687687636017396,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.0000782541480335,1.1179164004789957e-05,7.016364552005318,0.002337793143616881,-0.004013067780930348,8.57929286089237e-05
1.8,3.0,7.0,2.0,10.0,s,4.0,200.0,2.2256681065825212,0.2685375891735552,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000124785870359,1.7826552908368448e-05,7.017151849539378,0.002450264219911093,-0.004197045038772356,8.63459005194207e-05
1.8,3.0,7.0,2.0,10.0,s,4.0,50.0,2.2458666327976666,0.2713415105987553,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000019586579821,2.7980828315930595e-06,7.009458886942762,0.0013512695632517588,-0.0023136194015602215,9.308857550705282e-05
1.8,3.0,7.0,2.0,10.0,s,8.0,,2.2019862087210655,0.26523341574198817,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000041412668791,5.916095541585216e-06,6.997079660907841,0.00041719129887989633,0.0007845205800140022,9.683606546190027e-05
1.8,3.0,7.0,2.0,10.0,s,8.0,200.0,2.202549092257298,0.2653121589495092,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000077744258193,1.110632259899396e-05,6.996758622868031,0.00046305387599560835,0.000873993412815759,9.671132000154546e-05
1.8,3.0,7.0,2.0,10.0,s,8.0,50.0,2.1913217097102184,0.2637396279636667,0.0729912237193075,0.07305799588386021,0.07305948208823289,0.9155906506465639,7.000160704237976,2.2957748282235813e-05,6.997913980342499,0.0002980028082143958,0.0006040079917610793,0.00010285300938794744
1.8,3.0,7.0,2.0,10.0,p,0.0,,2.2919495163935046,0.2776890471314319,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.0000958480248325,1.3692574976076344e-05,7.031587482979894,0.004512497568556333,-0.0077853537726318995,6.686417013854763e-05
1.8,3.0,7.0,2.0,10.0,p,0.0,200.0,2.2966675226402145,0.27833499180476123,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.0001069676188,1.5281088399987652e-05,7.033585696422671,0.004797956631810152,-0.008277119854095336,6.711062319689396e-05
1.8,3.0,7.0,2.0,10.0,p,0.0,50.0,2.3040683847007095,0.2793467718426547,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.0003608566552025,5.1550950743209766e-05,7.031832871040493,0.004547553005784672,-0.007780978729621253,7.22901977082855e-05
1.8,3.0,7.0,2.0,10.0,p,1.0,,2.2919495163935046,0.2776890471314319,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000095848072189,1.3692581741331367e-05,7.031587484965556,0.004512497852222249,-0.007785354266424413,6.686417013854789e-05
1.8,3.0,7.0,2.0,10.0,p,1.0,200.0,2.2872858940164105,0.2770498293636341,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000108357988738,1.5479712676886542e-05,7.031393779347954,0.004484825621136247,-0.007734015236811702,6.774895212501195e-05
1.8,3.0,7.0,2.0,10.0,p,1.0,50.0,2.297449723234247,0.2784420125428563,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000313223530228,4.474621860404783e-05,7.042340734459275,0.006048676351325,-0.01038840550202373,7.332565253594302e-05
1.8,3.0,7.0,2.0,10.0,p,2.0,,2.128389839734934,0.25485187555407457,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.0000875761433194,1.2510877617063646e-05,7.026099316439,0.0037284737769999665,-0.006428133198672198,6.841859524204234e-05
1.8,3.0,7.0,2.0,10.0,p,2.0,200.0,2.1295768258889547,0.2550206500271932,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.0001022803895125,1.461148421607764e-05,7.027326424912972,0.0039037749875674116,-0.0067277267813657775,6.917415438401596e-05
1.8,3.0,7.0,2.0,10.0,p,2.0,50.0,2.1159698923775982,0.25308332547079265,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.00004596647827,6.566639752847436e-06,7.021415479961708,0.003059354280243985,-0.0052761964287539815,7.499987644491104e-05
1.8,3.0,7.0,2.0,10.0,p,4.0,,2.236543266163374,0.2700488945937601,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000069978212375,9.996887482139577e-06,7.015191236863187,0.002170176694740939,-0.003724496846407764,7.442322278379867e-05
1.8,3.0,7.0,2.0,10.0,p,4.0,200.0,2.2338174381732707,0.2696704481111564,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000088854379342,1.2693482763178768e-05,7.015578958689242,0.0022255655270346153,-0.003815472999578987,7.535851229617193e-05
1.8,3.0,7.0,2.0,10.0,p,4.0,50.0,2.240638810009215,0.2706170576717799,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000211157773281,3.0165396182977944e-05,7.012543092058984,0.0017918702941406295,-0.0030312047682614063,8.06371086734991e-05
1.8,3.0,7.0,2.0,10.0,p,8.0,,2.211046453939091,0.266499648856061,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000032588743274,4.6555347533886305e-06,6.996002861089726,0.0005710198443249175,0.0010506628536595434,8.457401317630752e-05
1.8,3.0,7.0,2.0,10.0,p,8.0,200.0,2.212832392883011,0.2667489371015913,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000011204381365,1.600625909275217e-06,6.996263648873445,0.0005337644466507641,0.000980633787122028,8.543339989686965e-05
1.8,3.0,7.0,2.0,10.0,p,8.0,50.0,2.2241216986413597,0.26832237791293434,0.06968598057149789,0.06978517125269187,0.06978853695184986,0.8914418418140821,7.000040396682064,5.770954580621078e-06,6.995746203710931,0.0006076851841526779,0.0011181613418646688,9.223753590870506e-05
1.8,3.0,7.0,2.0,15.0,avg,0.0,,2.3022119130970986,0.2790931410799453,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000269753096122,3.853615658882299e-05,7.034629703184065,0.004947100454866492,-0.008420511812176592,7.146126275247178e-05
1.8,3.0,7.0,2.0,15.0,avg,0.0,200.0,2.3043862285376018,0.27939018421131934,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000253247194992,3.617817071318744e-05,7.032488300682546,0.004641185811792324,-0.00790146402941761,7.162170992433585e-05
1.8,3.0,7.0,2.0,15.0,avg,0.0,50.0,2.30667541000293,0.2797027512754297,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000368922699768,5.270324282401008e-05,7.039247867382501,0.005606838197500201,-0.009524219847505991,8.027251892182622e-05
1.8,3.0,7.0,2.0,15.0,avg,1.0,,2.3022119130970986,0.2790931410799453,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.0002697530560924,3.853615087034967e-05,7.034629698730651,0.004947099818664417,-0.008420510725335846,7.146126275247177e-05
1.8,3.0,7.0,2.0,15.0,avg,1.0,200.0,2.3061815657700353,0.2796353359242658,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000280039298572,4.0005614081652296e-05,7.0346351191929255,0.004947874170417929,-0.008419307611525985,7.164486429884688e-05
1.8,3.0,7.0,2.0,15.0,avg,1.0,50.0,2.3349887283343413,0.2835543564157501,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.0002366959044116,3.381370063022209e-05,7.039352416312111,0.005621773758873009,-0.009579831957215188,7.860707757625068e-05
1.8,3.0,7.0,2.0,15.0,avg,2.0,,2.1157612618993684,0.2530535770654044,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000241182310976,3.445461585371845e-05,7.029037369245028,0.004148195606432584,-0.0070606146834149884,7.289278625157287e-05
1.8,3.0,7.0,2.0,15.0,avg,2.0,200.0,2.116921829683488,0.2532190443833775,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.0002497843055655,3.5683472223649714e-05,7.028832485128187,0.004118926446883846,-0.007008331326912964,7.368768834803368e-05
1.8,3.0,7.0,2.0,15.0,avg,2.0,50.0,2.1172652265188106,0.25326799612112133,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000032158356797,4.594050971005816e-06,7.030654211993453,0.004379173141921885,-0.007506014344617871,8.128076777298265e-05
1.8,3.0,7.0,2.0,15.0,avg,4.0,,2.2358151757009925,0.2699478319779716,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000184242265052,2.632032357891794e-05,7.0178999200598655,0.002557131437123645,-0.00434578665592891,7.87025535266742e-05
1.8,3.0,7.0,2.0,15.0,avg,4.0,200.0,2.2379289991752427,0.27024119401821256,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000207294260454,2.9613465779121384e-05,7.019219858706391,0.002745694100912997,-0.004663829269328815,7.908860034898892e-05
1.8,3.0,7.0,2.0,15.0,avg,4.0,50.0,2.2458146498628935,0.2713343113445716,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,6.999994001623923,8.569108681046243e-07,7.021969603557555,0.003138514793936485,-0.005390234604172447,8.188506493041054e-05
1.8,3.0,7.0,2.0,15.0,avg,8.0,,2.211165478777145,0.2665162659740325,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000082462106668,1.1780300952628814e-05,6.998204357161282,0.0002565204055311148,0.00047629753600433037,8.850841115727175e-05
1.8,3.0,7.0,2.0,15.0,avg,8.0,200.0,2.2129589112174255,0.2667665931492995,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000062670536579,8.952933796990692e-06,6.997773212942641,0.0003181124367655893,0.0005775897259950699,8.902942980890928e-05
1.8,3.0,7.0,2.0,15.0,avg,8.0,50.0,2.214027182574036,0.2669156534947519,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000231408475087,3.3058353583851184e-05,6.996034382639044,0.0005665167658508759,0.0010474796947480087,9.470468794595375e-05
1.8,3.0,7.0,2.0,15.0,s,0.0,,2.313240487364992,0.28059819416515003,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.0002826574044,4.0379629199957125e-05,7.036104423921696,0.005157774845956554,-0.008776642963448798,8.397537802206785e-05
1.8,3.0,7.0,2.0,15.0,s,0.0,200.0,2.3109200224327893,0.28028185725936416,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000294559930465,4.2079990066414196e-05,7.036542072251219,0.00522029603588844,-0.008880386234985937,8.494896511808769e-05
1.8,3.0,7.0,2.0,15.0,s,0.0,50.0,2.3043724447854137,0.27938830164100226,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,6.999972770865328,3.8898763817637616e-06,7.0451480539206255,0.006449721988660784,-0.011057282613690475,9.097892469736953e-05
1.8,3.0,7.0,2.0,15.0,s,1.0,,2.313240487364992,0.28059819416515003,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000282656699524,4.037952850349009e-05,7.036104443878269,0.005157777696895595,-0.008776647830894449,8.39753780220677e-05
1.8,3.0,7.0,2.0,15.0,s,1.0,200.0,2.309407329230314,0.28007554391641676,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000257360793253,3.676582760750843e-05,7.034730335106435,0.004961476443776393,-0.008446960817956184,8.494611732066445e-05
1.8,3.0,7.0,2.0,15.0,s,1.0,50.0,2.306952863312649,0.27974062327618593,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000486109204311,6.944417204441626e-05,7.03303850977621,0.004719787110887148,-0.007976804138641493,9.293086941181708e-05
1.8,3.0,7.0,2.0,15.0,s,2.0,,2.106576155201256,0.25174256896625774,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000254212958856,3.63161369794085e-05,7.030484687405243,0.004354955343606193,-0.007410662999422529,8.555187628853168e-05
1.8,3.0,7.0,2.0,15.0,s,2.0,200.0,2.103163503362261,0.25125482192825577,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.0001876976021595,2.6813943165647303e-05,7.031414605460539,0.004487800780077045,-0.007654280607011221,8.588925309781719e-05
1.8,3.0,7.0,2.0,15.0,s,2.0,50.0,2.329420134533815,0.28279893012547574,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000425840458907,6.083435127240173e-05,7.033780377464862,0.004825768209266025,-0.008173269794278019,9.132702454168379e-05
1.8,3.0,7.0,2.0,15.0,s,4.0,,2.2260854877970773,0.2685956623131616,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000197517408578,2.8216772654029603e-05,7.019291844442887,0.0027559777775553024,-0.004683461053161906,9.193844948780275e-05
1.8,3.0,7.0,2.0,15.0,s,4.0,200.0,2.229106498826565,0.2690158294391073,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000191818632177,2.740266173960139e-05,7.019431395001284,0.0027759135716120147,-0.004719216394121143,9.228329432459533e-05
1.8,3.0,7.0,2.0,15.0,s,4.0,50.0,2.2204879493369654,0.2678163721651247,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.00006400556963,9.143652804307781e-06,7.017904642400757,0.0025578060572510252,-0.004376285936988707,0.00010013891908381068
1.8,3.0,7.0,2.0,15.0,s,8.0,,2.2015974679238384,0.2651790279135229,0.0751065170900079,0.07515290092074672,0.07515320068559772,0.9308869989979551,7.000096127517805,1.3732502543614292e-05,6.999494215797028,7.22548861389021e-05,0.0001617110349563431,0.00010269652541542953
